Now: 20/12/2023 15:40:44
Battery Level: 1.5V
MiniCTD: S/N 58934
Site info: 2023_SAMAO_19DIC
Calibrated: 22/02/2017
Latitude: 21.361392
Mode: M1
Tare: 9.2214
Pressure units: dBar
time	Pressure	Temperature	Conductivity	Salinity	Density
2023-12-20 16:10:13	43.465	22.594	1.559	0.8248674840398428	998.4588907351142
2023-12-20 16:10:14	43.815	22.595	1.562	0.8265077978078841	998.4614854695378
2023-12-20 16:10:15	44.136	22.596	1.561	0.8259327646483322	998.4622700985622
2023-12-20 16:10:16	44.381	22.597	1.561	0.8259123160196618	998.463130381312
2023-12-20 16:10:17	44.669	22.596	1.562	0.8264819389955103	998.4651024941644
2023-12-20 16:10:18	45.031	22.595	1.562	0.8264970245052874	998.4669898852387
2023-12-20 16:10:19	45.278	22.596	1.562	0.8264765439971438	998.4678591886828
2023-12-20 16:10:20	45.586	22.596	1.563	0.8270277255336498	998.4696730633904
2023-12-20 16:10:21	45.984	22.598	1.564	0.8275414957321722	998.4713967084822
2023-12-20 16:10:22	46.179	22.597	1.565	0.8281120202476203	998.4729478951482
2023-12-20 16:10:23	46.649	22.599	1.566	0.8286251273534995	998.474997346186
2023-12-20 16:10:24	46.86	22.599	1.566	0.8286232536465394	998.4759524062742
2023-12-20 16:10:25	47.13	22.6	1.566	0.8286025175354772	998.4769256481236
2023-12-20 16:10:26	47.414	22.6	1.567	0.8291539341947541	998.4786308207485
2023-12-20 16:10:27	47.646	22.601	1.567	0.8291335227971313	998.4794320189616
2023-12-20 16:10:28	47.944	22.602	1.569	0.8302204134167439	998.4813713374025
2023-12-20 16:10:29	48.228	22.604	1.57	0.8307350915854688	998.4825785848749
2023-12-20 16:10:30	48.469	22.603	1.57	0.830751331461936	998.4839183382587
2023-12-20 16:10:31	48.694	22.604	1.573	0.8323929203513177	998.4859469504718
2023-12-20 16:10:32	48.893	22.606	1.574	0.8329083139542661	998.4867693505054
2023-12-20 16:10:33	49.054	22.607	1.574	0.83288844489972	998.4872489941943
2023-12-20 16:10:34	49.231	22.608	1.574	0.8328684339466675	998.4878010367947
2023-12-20 16:10:35	49.404	22.608	1.576	0.8339749220265735	998.489423512008
2023-12-20 16:10:36	49.467	22.61	1.577	0.8344914722407053	998.4896302135818
2023-12-20 16:10:37	49.557	22.612	1.576	0.8338997365950944	998.4891195756892
2023-12-20 16:10:38	49.876	22.612	1.577	0.8344508837004132	998.4909830358472
2023-12-20 16:10:39	50.176	22.61	1.578	0.8350391762550174	998.4932587831003
2023-12-20 16:10:40	50.378	22.612	1.577	0.8344463969199264	998.4932549728729
2023-12-20 16:10:41	50.459	22.613	1.578	0.8349812107124979	998.4937921384605
2023-12-20 16:10:42	50.725	22.613	1.578	0.8349788318711842	998.4949959761464
2023-12-20 16:10:43	50.997	22.612	1.578	0.8349948765688819	998.4964761235215
2023-12-20 16:10:44	51.304	22.612	1.582	0.8372083926411312	998.4995445788338
2023-12-20 16:10:45	51.513	22.614	1.583	0.8377235604022415	998.5004117877775
2023-12-20 16:10:46	51.741	22.616	1.583	0.8376844402419745	998.5009451202642
2023-12-20 16:10:47	51.979	22.617	1.585	0.8387719441372598	998.5026124787333
2023-12-20 16:10:48	52.216	22.619	1.588	0.8403950447744609	998.5044457883861
2023-12-20 16:10:49	52.473	22.622	1.593	0.8431077740750818	998.5069598547535
2023-12-20 16:10:50	52.791	22.622	1.602	0.8480937609259849	998.5121782872959
2023-12-20 16:10:51	53.005	22.625	1.603	0.8485899041347769	998.5128180401324
