Now: 19/09/2023 11:14:12
Battery Level: 1.3V
MiniCTD: S/N 58934
Site info: 2023_SAMAO_19SEP
Calibrated: 22/02/2017
Latitude: 21.361392
Mode: M1
Tare: 9.2906
Pressure units: dBar
00.000	26.634	-0.016
-0.002	26.635	-0.017
-0.003	26.637	-0.016
00.000	26.642	-0.016
-0.001	26.642	-0.017
00.000	26.645	-0.017
00.000	26.660	-0.017
-0.002	26.676	-0.016
-0.000	26.693	-0.016
-0.001	26.710	-0.016
-0.000	26.728	-0.016
-0.001	26.748	-0.017
-0.001	26.767	-0.016
00.001	26.785	-0.016
00.001	26.800	-0.016
-0.000	26.818	-0.016
-0.002	26.833	-0.017
00.001	26.846	-0.017
00.000	26.860	-0.016
-0.001	26.877	-0.017
-0.001	26.892	-0.017
-0.002	26.900	-0.017
00.001	26.909	-0.017
-0.002	26.919	-0.016
-0.001	26.930	-0.016
00.001	26.939	-0.016
-0.000	26.945	-0.016
-0.002	26.954	-0.016
00.000	26.963	-0.017
-0.001	26.972	-0.016
-0.003	26.981	-0.016
-0.002	26.988	-0.017
-0.003	26.995	-0.016
00.001	27.004	-0.017
00.001	27.011	-0.016
-0.000	27.018	-0.016
-0.004	27.023	-0.016
00.001	27.034	-0.017
-0.003	27.041	-0.016
-0.004	27.054	-0.016
00.001	27.062	-0.017
00.001	27.067	-0.017
-0.002	27.071	-0.017
00.001	27.074	-0.017
-0.001	27.076	-0.016
-0.000	27.079	-0.017
-0.002	27.079	-0.016
-0.001	27.081	-0.016
-0.003	27.086	-0.016
00.001	27.091	-0.016
-0.002	27.098	-0.017
-0.002	27.104	-0.017
-0.001	27.111	-0.016
00.001	27.116	-0.017
00.000	27.120	-0.016
-0.004	27.127	-0.016
-0.002	27.133	-0.017
-0.001	27.143	-0.017
-0.001	27.154	-0.016
00.001	27.157	-0.017
00.002	27.154	-0.017
-0.001	27.152	-0.016
00.001	27.150	-0.017
-0.002	27.150	-0.017
-0.002	27.151	-0.017
00.000	27.153	-0.017
-0.001	27.151	-0.017
-0.001	27.150	-0.017
00.000	27.151	-0.017
-0.000	27.162	-0.017
-0.002	27.180	-0.016
00.001	27.198	-0.017
00.001	27.215	-0.016
00.001	27.229	-0.016
00.000	27.241	-0.017
00.001	27.249	-0.016
00.000	27.258	-0.017
-0.002	27.268	-0.016
-0.002	27.275	-0.016
-0.001	27.283	-0.017
00.001	27.290	-0.016
00.001	27.296	-0.016
00.001	27.303	-0.016
-0.001	27.308	-0.017
-0.001	27.317	-0.016
-0.001	27.325	-0.017
00.001	27.332	-0.016
-0.000	27.336	-0.016
-0.000	27.337	-0.017
-0.000	27.341	-0.016
00.001	27.333	-0.017
-0.001	27.335	-0.016
-0.001	27.354	-0.017
-0.000	27.355	-0.017
-0.001	27.356	-0.017
-0.001	27.363	-0.016
-0.001	27.367	-0.016
00.000	27.367	-0.017
00.000	27.375	-0.017
-0.000	27.385	-0.017
-0.000	27.395	-0.016
00.001	27.405	-0.017
-0.002	27.412	-0.017
-0.001	27.419	-0.017
-0.000	27.425	-0.018
00.001	27.430	-0.016
00.000	27.438	-0.017
00.000	27.446	-0.017
-0.001	27.452	-0.017
-0.000	27.460	-0.017
-0.002	27.474	-0.017
-0.002	27.481	-0.017
-0.001	27.484	-0.017
-0.002	27.484	-0.017
-0.002	27.499	-0.017
-0.001	27.510	-0.016
-0.001	27.509	-0.017
-0.002	27.519	-0.017
-0.002	27.526	-0.017
00.001	27.531	-0.016
-0.000	27.537	-0.016
-0.002	27.547	-0.017
-0.001	27.556	-0.017
-0.002	27.558	-0.017
-0.001	27.565	-0.017
00.000	27.575	-0.017
-0.001	27.582	-0.016
-0.002	27.587	-0.017
-0.002	27.596	-0.017
-0.002	27.601	-0.016
-0.001	27.601	-0.017
00.001	27.581	-0.017
-0.002	27.572	-0.016
-0.001	27.579	-0.017
-0.001	27.585	-0.017
-0.003	27.587	-0.016
-0.000	27.588	-0.017
-0.000	27.608	-0.016
-0.002	27.627	-0.016
-0.001	27.653	-0.017
-0.002	27.650	-0.017
-0.000	27.652	-0.017
-0.004	27.661	-0.017
-0.003	27.662	-0.017
-0.001	27.678	-0.017
-0.000	27.697	-0.017
-0.003	27.713	-0.017
-0.002	27.728	-0.017
-0.002	27.737	-0.017
-0.001	27.747	-0.017
-0.002	27.754	-0.017
-0.002	27.759	-0.017
00.000	27.757	-0.016
-0.001	27.743	-0.016
-0.001	27.749	-0.017
-0.003	27.760	-0.016
-0.001	27.770	-0.017
-0.001	27.768	-0.017
-0.001	27.772	-0.017
-0.002	27.774	-0.017
00.000	27.785	-0.017
-0.002	27.798	-0.017
00.001	27.807	-0.017
-0.003	27.818	-0.017
-0.001	27.826	-0.017
-0.001	27.837	-0.017
-0.000	27.845	-0.017
-0.003	27.851	-0.017
-0.001	27.854	-0.017
-0.002	27.856	-0.017
00.000	27.863	-0.016
00.001	27.869	-0.017
-0.001	27.872	-0.016
-0.000	27.881	-0.017
-0.002	27.887	-0.017
-0.001	27.895	-0.016
-0.003	27.901	-0.016
-0.001	27.904	-0.017
-0.001	27.911	-0.017
-0.003	27.921	-0.016
-0.001	27.930	-0.016
-0.000	27.937	-0.017
-0.003	27.946	-0.017
-0.003	27.954	-0.017
-0.002	27.961	-0.017
00.001	27.968	-0.016
-0.001	27.976	-0.017
00.000	27.984	-0.017
-0.001	27.991	-0.016
00.000	27.998	-0.016
-0.001	27.999	-0.017
-0.001	28.003	-0.016
-0.004	28.009	-0.016
-0.000	28.014	-0.016
00.002	28.019	-0.016
-0.001	28.024	-0.016
-0.000	28.028	-0.017
-0.003	28.038	-0.017
00.000	28.045	-0.016
-0.000	28.051	-0.016
-0.003	28.054	-0.017
00.000	28.054	-0.017
-0.002	28.064	-0.017
-0.000	28.071	-0.017
00.001	28.079	-0.017
-0.000	28.089	-0.017
00.001	28.093	-0.017
00.000	28.096	-0.016
-0.000	28.104	-0.017
-0.001	28.110	-0.017
-0.001	28.119	-0.017
-0.000	28.129	-0.017
-0.001	28.134	-0.016
-0.002	28.139	-0.017
-0.002	28.146	-0.017
-0.002	28.146	-0.017
-0.000	28.150	-0.017
-0.000	28.157	-0.016
00.000	28.158	-0.016
-0.000	28.160	-0.017
-0.001	28.165	-0.016
-0.001	28.170	-0.017
-0.002	28.179	-0.017
-0.002	28.189	-0.017
00.000	28.196	-0.017
00.000	28.202	-0.017
-0.000	28.211	-0.016
-0.001	28.218	-0.017
-0.000	28.229	-0.017
-0.000	28.240	-0.016
-0.002	28.246	-0.017
-0.001	28.253	-0.016
-0.000	28.262	-0.017
-0.002	28.269	-0.017
-0.002	28.280	-0.017
-0.003	28.284	-0.018
-0.000	28.283	-0.017
-0.000	28.280	-0.017
-0.001	28.281	-0.016
-0.000	28.277	-0.017
-0.000	28.279	-0.017
-0.001	28.292	-0.017
00.001	28.299	-0.017
00.001	28.304	-0.017
-0.002	28.309	-0.017
-0.001	28.319	-0.017
-0.000	28.331	-0.017
-0.000	28.338	-0.017
00.001	28.350	-0.017
-0.002	28.356	-0.017
-0.002	28.364	-0.017
-0.002	28.372	-0.017
-0.001	28.384	-0.017
00.000	28.392	-0.016
-0.002	28.399	-0.016
-0.003	28.404	-0.017
-0.003	28.403	-0.017
-0.003	28.409	-0.017
-0.003	28.416	-0.016
-0.001	28.423	-0.017
-0.002	28.432	-0.017
-0.002	28.441	-0.017
-0.002	28.453	-0.017
-0.002	28.464	-0.017
-0.001	28.469	-0.016
-0.002	28.476	-0.017
-0.001	28.481	-0.017
-0.001	28.486	-0.017
-0.001	28.492	-0.016
-0.000	28.496	-0.017
-0.003	28.499	-0.017
-0.002	28.502	-0.017
-0.001	28.503	-0.017
-0.004	28.508	-0.016
-0.002	28.513	-0.017
-0.003	28.508	-0.016
-0.000	28.509	-0.017
-0.001	28.518	-0.017
-0.001	28.523	-0.017
-0.003	28.534	-0.017
-0.003	28.537	-0.017
00.000	28.542	-0.017
-0.001	28.557	-0.017
-0.001	28.570	-0.017
-0.002	28.582	-0.017
-0.002	28.594	-0.016
-0.000	28.600	-0.017
-0.001	28.602	-0.017
-0.002	28.607	-0.017
-0.000	28.618	-0.017
-0.000	28.615	-0.017
-0.002	28.606	-0.017
-0.004	28.603	-0.016
-0.002	28.604	-0.017
-0.002	28.610	-0.017
-0.002	28.611	-0.017
-0.003	28.622	-0.017
-0.001	28.631	-0.016
-0.000	28.643	-0.016
-0.002	28.652	-0.017
-0.001	28.667	-0.017
-0.001	28.678	-0.017
-0.005	28.684	-0.017
-0.004	28.689	-0.017
-0.002	28.689	-0.016
-0.002	28.692	-0.017
-0.002	28.697	-0.017
-0.001	28.693	-0.017
-0.002	28.694	-0.017
00.001	28.706	-0.017
-0.002	28.722	-0.017
-0.000	28.737	-0.017
00.001	28.748	-0.016
-0.001	28.749	-0.016
-0.001	28.757	-0.017
-0.002	28.765	-0.017
-0.003	28.775	-0.017
-0.002	28.784	-0.017
-0.001	28.795	-0.017
-0.001	28.808	-0.017
-0.000	28.817	-0.017
-0.001	28.827	-0.017
-0.002	28.835	-0.017
-0.002	28.840	-0.017
-0.002	28.845	-0.017
-0.001	28.848	-0.017
-0.001	28.853	-0.017
-0.002	28.860	-0.017
-0.002	28.867	-0.017
-0.002	28.870	-0.017
-0.000	28.873	-0.017
00.001	28.872	-0.017
-0.000	28.874	-0.017
-0.002	28.875	-0.017
-0.001	28.878	-0.017
00.001	28.870	-0.017
00.000	28.872	-0.017
-0.001	28.868	-0.016
-0.002	28.874	-0.017
-0.001	28.882	-0.017
-0.002	28.893	-0.017
-0.002	28.920	-0.017
-0.001	29.020	-0.017
-0.004	29.116	-0.016
-0.001	29.202	-0.017
-0.001	29.275	-0.017
-0.000	29.342	-0.016
00.001	29.400	-0.016
00.000	29.453	-0.017
-0.002	29.498	-0.017
-0.001	29.544	-0.017
-0.001	29.593	-0.017
-0.000	29.640	-0.017
00.000	29.679	-0.017
-0.001	29.717	-0.016
-0.001	29.753	-0.016
-0.001	29.785	-0.017
-0.001	29.813	-0.016
-0.004	29.840	-0.017
-0.000	29.866	-0.017
-0.000	29.877	-0.017
-0.001	29.891	-0.016
-0.000	29.855	-0.017
-0.003	29.795	-0.017
-0.000	29.827	-0.016
-0.001	29.859	-0.017
00.000	29.882	-0.017
-0.002	29.900	-0.017
-0.002	29.919	-0.017
-0.002	29.941	-0.016
-0.002	29.959	-0.017
-0.001	29.972	-0.018
-0.001	29.986	-0.017
-0.002	29.982	-0.017
-0.001	29.998	-0.018
-0.002	30.014	-0.017
-0.002	29.977	-0.017
-0.000	29.956	-0.017
-0.001	29.958	-0.017
-0.001	29.940	-0.017
-0.003	29.955	-0.017
-0.002	29.916	-0.017
-0.002	29.822	-0.018
-0.003	29.728	-0.017
-0.003	29.666	-0.017
-0.001	29.597	-0.017
00.000	29.536	-0.017
-0.000	29.496	-0.017
-0.000	29.461	-0.017
-0.001	29.421	-0.017
-0.001	29.359	-0.017
-0.004	29.323	-0.016
-0.000	29.307	-0.017
